Unnamed: 0,id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
52,53,Synset('secret.n.02'),6,the secret of Cajun cooking,Synset('password.n.01'),8,he forgot the password,1
53,54,Synset('door.n.03'),11,we closed the door to Haitian immigrants,Synset('open_door.n.02'),12,he maintained an open door for all employees,1
54,55,Synset('colony.n.01'),6,the American colony in Paris,Synset('plantation.n.02'),7,the practice of sending convicted criminals to serve on the Plantations was common in the 17th century,1
57,58,Synset('starter.n.07'),7,to make sourdough you need a starter,Synset('culture.n.04'),6,the culture of cells in a Petri dish,0
58,59,Synset('immobilization.n.02'),9,the storm caused complete immobilization of the rescue team,Synset('restraint.n.01'),8,the unlawful restraint of trade,0
59,60,Synset('idea.n.03'),8,he has an idea that we don't like him,Synset('opinion.n.01'),7,my opinion differs from yours,0
60,61,Synset('squeeze.n.01'),10,he gave her cheek a playful squeeze,Synset('expression.n.09'),11,the expression of milk from her breast,1
61,62,Synset('hug.n.01'),11,come here and give me a big hug,Synset('clasp.n.02'),9,he released his clasp on my arm,0
63,64,Synset('mukataa.n.01'),11,Arafat was holed up in the mukataa of his West Bank compound,Synset('headquarters.n.01'),10,many companies have their headquarters in New York,0
64,65,Synset('number.n.11'),8,she preferred the black nylon number,Synset('merchandise.n.01'),7,good business depends on having good merchandise,0
65,66,Synset('omission.n.02'),8,she searched the table for omissions,Synset('neglect.n.02'),7,the house was in a terrible state of neglect,0
66,67,Synset('solicitation.n.01'),9,a solicitation to the king for relief,Synset('importunity.n.01'),10,his importunity left me no alternative but to agree,1
67,68,Synset('stock.n.01'),7,he owns a controlling share of the company's stock,Synset('common_stock.n.01'),8,over 40 million Americans invest in common stocks,1
68,69,Synset('administrivia.n.01'),11,he sets policy and leaves all the administrivia to his assistant,Synset('running.n.04'),10,he has responsibility for the running of two companies at the same time,0
69,70,Synset('title.n.03'),11,the novel had chapter titles,Synset('credit.n.08'),12,the credits were given at the end of the film,1
70,71,Synset('boost.n.03'),8,he gave her a boost over the fence,Synset('push.n.01'),7,he gave the door a hard push,0
71,72,Synset('performance.n.03'),7,they criticised his performance as mayor,Synset('mechanism.n.02'),8,a mechanism of social control,1
72,73,Synset('progress.n.03'),8,he listened for the progress of the troops,Synset('headway.n.02'),9,the ship made little headway against the gale,1
74,75,Synset('admission.n.01'),9,the surgery was performed on his second admission to the clinic,Synset('readmission.n.01'),10,the surgery was performed on his readmission to the clinic,1
76,77,Synset('hatchery.n.01'),8,the park authorities operated a trout hatchery,Synset('place.n.02'),7,who owns this place?,0
77,78,Synset('trouble.n.01'),7,one trouble after another delayed the job,Synset('matter.n.04'),8,is anything the matter?,1
79,80,Synset('mercy.n.04'),9,it was a mercy we got out alive,Synset('blessing.n.02'),8,enjoy the blessings of peace,0
80,81,Synset('barren.n.01'),8,the barrens of central Africa,Synset('wilderness.n.03'),7,it was a wilderness preserved for the hawks and mountaineers,0
83,84,Synset('formality.n.03'),9,courtroom formality,Synset('conformity.n.02'),8,their financial statements are in conformity with generally accepted accounting practices,0
84,85,Synset('stomach.n.04'),9,exercise gave him a good stomach for dinner,Synset('appetite.n.01'),8,an appetite for life,0
85,86,Synset('bastion.n.01'),7,a bastion against corruption,Synset('defense.n.09'),6,he joined the defense against invasion,0
86,87,Synset('buying.n.01'),9,buying and selling fill their days,Synset('marketing.n.03'),11,does the weekly marketing at the supermarket,1
88,89,Synset('ring_containment.n.01'),10,ring containment is a proven method of halting a smallpox epidemic,Synset('containment.n.03'),9,the containment of the AIDS epidemic,0
89,90,Synset('duplicate.n.02'),9,he made a duplicate for the files,Synset('match.n.04'),10,when a match is found an entry is made in the notebook,1
90,91,Synset('business.n.09'),11,his business with the cane was hilarious,Synset('shtik.n.02'),12,play it straight with no shtik,1
91,92,Synset('sell.n.01'),11,it was a hard sell,Synset('sale.n.02'),10,they tried to boost sales,0
95,96,Synset('rain.n.03'),8,a rain of bullets,Synset('sequence.n.02'),7,the doctor saw a sequence of patients,0
96,97,Synset('quantum_leap.n.01'),9,this may not insure success but it will represent a quantum leap from last summer,Synset('jump.n.01'),8,a jump in attendance,0
97,98,Synset('gossip.n.02'),9,the divorce caused much gossip,Synset('talk.n.05'),10,there has been talk about you lately,1
98,99,Synset('demand.n.04'),7,the kidnapper's exorbitant demands for money,Synset('extortion.n.02'),9,the extortion by dishonest officials of fees for performing their sworn duty,1
99,100,Synset('deservingness.n.01'),7,there were many children whose deservingness he recognized and rewarded,Synset('good.n.03'),5,weigh the good against the bad,0
100,101,Synset('monopoly.n.01'),8,a monopoly on silver,Synset('corner.n.07'),9,a corner on the silver market,1
101,102,Synset('kingdom_come.n.01'),8,he nearly blew us to kingdom come,Synset('life.n.05'),6,the battery had a short life,0
102,103,Synset('flare.n.08'),8,she felt a flare of delight,Synset('demonstration.n.05'),5,the lecture was accompanied by dramatic demonstrations,0
103,104,Synset('ghetto.n.01'),9,the Warsaw ghetto,Synset('quarter.n.02'),8,the Latin Quarter,0
105,106,Synset('function.n.03'),9,the function of a teacher,Synset('stead.n.01'),10,can you go in my stead?,1
106,107,Synset('mess_of_pottage.n.01'),5,Esau sold his birthright to Jacob for a mess of pottage,Synset('value.n.03'),4,he tried to estimate the value of the produce at normal prices,0
107,108,Synset('lack.n.01'),7,there is a serious lack of insight into the problem,Synset('need.n.01'),6,she satisfied his need for affection,0
108,109,Synset('virulence.n.02'),9,the virulence of the malicious old man,Synset('hostility.n.01'),8,he could not conceal his hostility,0
109,110,Synset('flatness.n.03'),10,it needed lemon juice to sharpen the flatness of the dried lentils,Synset('taste.n.01'),9,the candy left him with a bad taste,0
110,111,Synset('caption.n.01'),9,a mere caption unworthy of a reply,Synset('exception.n.03'),8,his authority is beyond exception,0
111,112,Synset('match.n.04'),10,when a match is found an entry is made in the notebook,Synset('duplicate.n.02'),9,he made a duplicate for the files,0
112,113,Synset('course.n.04'),7,if you persist in that course you will surely fail,Synset('straight_and_narrow.n.01'),9,he taught his children to keep strictly to the straight and narrow,1
113,114,Synset('grave.n.01'),7,he went to his grave without forgiving me,Synset('death.n.04'),6,it was the death of all his plans,0
114,115,Synset('showcase.n.01'),8,it was a showcase for democracy in Africa,Synset('setting.n.02'),7,you can't do that in a university setting,0
115,116,Synset('medicine.n.03'),10,he studied medicine at Harvard,Synset('preventive_medicine.n.01'),11,the medical establishment doesn't profit from preventive medicine,1
116,117,Synset('altitude.n.01'),9,the altitude gave her a headache,Synset('level.n.04'),10,the water reached ankle level,1
117,118,Synset('fastidiousness.n.01'),6,neatness and fastidiousness of dress,Synset('squeamishness.n.02'),7,the program was withdrawn because of the squeamishness of some viewers,1
118,119,Synset('interest.n.05'),7,they have interests all over the world,Synset('right.n.08'),8,mineral rights,1
119,120,Synset('hallucination.n.03'),7,he refused to believe that the angel was a hallucination,Synset('object.n.04'),6,objects of thought,0
122,123,Synset('shtik.n.01'),6,give him a shtik cake,Synset('shtikl.n.01'),7,have a shtikl cake,1
125,126,Synset('development.n.07'),7,after he saw the latest development he changed his mind and became a supporter,Synset('underdevelopment.n.01'),8,much poverty can be traced to the underdevelopment of industry,1
126,127,Synset('trouble.n.04'),10,I went to a lot of trouble,Synset('the_devil.n.01'),11,it will be the devil to solve,1
127,128,Synset('slack.n.03'),9,suddenly they were in a slack and the water was motionless,Synset('stretch.n.01'),8,a stretch of highway,0
128,129,Synset('hemoglobin.n.01'),14,fish have simpler hemoglobin than mammals,Synset('oxyhemoglobin.n.01'),15,oxyhemoglobin transports oxygen to the cells of the body,1
129,130,Synset('bulge.n.01'),8,the gun in his pocket made an obvious bulge,Synset('belly.n.03'),9,the belly of a sail,1
132,133,Synset('change.n.06'),3,he inspected several changes before selecting one,Synset('thing.n.08'),2,I couldn't tell what the thing was,0
133,134,Synset('week_from_monday.n.01'),7,a week from Monday will be too soon!,Synset('week.n.01'),6,it rained for a week,0
134,135,Synset('mixed_marriage.n.01'),8,the families of both partners in a mixed marriage often disapprove,Synset('marriage.n.02'),7,his second marriage was happier than the first,0
136,137,Synset('consolation.n.01'),8,second place was no consolation to him,Synset('cold_comfort.n.01'),9,he told me that time heals all wounds but that was cold comfort to me,1
137,138,Synset('bunker_mentality.n.01'),8,after so many suicide bombings the Israelis have to resist developing a bunker mentality,Synset('defensiveness.n.01'),7,his defensiveness was manifested in hurt silence,0
138,139,Synset('acceptance.n.03'),6,torn jeans received no acceptance at the country club,Synset('welcome.n.01'),7,don't outstay your welcome,1
139,140,Synset('week.n.01'),6,it rained for a week,Synset('week_from_monday.n.01'),7,a week from Monday will be too soon!,1
140,141,Synset('security.n.01'),7,we support the armed services in the name of national security,Synset('peace.n.04'),8,he was arrested for disturbing the peace,1
141,142,Synset('constitution.n.02'),10,the constitution of a PTA group last year,Synset('population.n.05'),12,he deplored the population of colonies with convicted criminals,1
142,143,Synset('view.n.03'),10,he tried to get a better view of it,Synset('eyeful.n.02'),11,they wanted to see violence and they got an eyeful,1
143,144,Synset('outwardness.n.02'),5,the outwardness of the world,Synset('worldliness.n.02'),6,he disliked the worldliness of many bishops around him,1
144,145,Synset('accretion.n.02'),6,he scraped away the accretions of paint,Synset('addition.n.03'),5,there was an addition to property taxes this year,0
146,147,Synset('theme.n.02'),7,it was the usual `boy gets girl' theme,Synset('topos.n.01'),8,James Joyce uses the topos of the Wandering Jew in his Ulysses,1
147,148,Synset('negative.n.01'),8,he answered in the negative,Synset('no.n.01'),9,his no was loud and clear,1
148,149,Synset('contribution.n.01'),8,I am proud of my contribution in advancing the project,Synset('end.n.11'),9,he held up his end,1
149,150,Synset('silver_lining.n.01'),9,every cloud has a silver lining,Synset('consolation.n.01'),8,second place was no consolation to him,0
150,151,Synset('wilderness.n.01'),8,he led the Democratic party back from the wilderness,Synset('disfavor.n.01'),7,he is in disfavor with the king,0
154,155,Synset('struggle.n.03'),10,the struggle to get through the crowd exhausted her,Synset('wrestle.n.01'),11,they had a fierce wrestle,1
155,156,Synset('borrowing.n.01'),8,the borrowing of ancient motifs was very apparent,Synset('crossover.n.03'),9,a jazz-classical crossover album,1
157,158,Synset('office.n.05'),8,the whole office was late the morning of the blizzard,Synset('force.n.04'),6,a public force is necessary to give security to the rights of citizens,0
158,159,Synset('end.n.01'),7,the end of the pier,Synset('point.n.15'),8,he stuck the point of the knife into a tree,1
159,160,Synset('depression.n.10'),8,depression of the space bar on the typewriter,Synset('click.n.04'),9,a click on the right button for example,1
161,162,Synset('subtraction.n.02'),10,he complained about the subtraction of money from their paychecks,Synset('bite.n.09'),11,the government's weekly bite from my paycheck,1
163,164,Synset('abasement.n.01'),10,each confession brought her into an attitude of abasement,Synset('depth.n.04'),11,he had sunk to the depths of addiction,1
165,166,Synset('culture.n.06'),6,the developing drug culture,Synset('mosaic_culture.n.01'),7,the city's mosaic culture results in great diversity in the arts,1
166,167,Synset('mistake.n.01'),7,he made a bad mistake,Synset('rounding.n.01'),9,the error in the calculation was attributable to rounding,1
167,168,Synset('circus.n.01'),7,he ran away from home to join the circus,Synset('company.n.04'),6,the traveling company all stayed at the same hotel,0
168,169,Synset('head.n.18'),11,the beer had a large head of foam,Synset('foam.n.01'),10,the beer had a thick head of foam,0
172,173,Synset('ease.n.02'),9,a life of luxury and ease,Synset('lap_of_luxury.n.01'),10,he was raised in the lap of luxury,1
173,174,Synset('armory.n.01'),9,he dipped into his intellectual armory to find an answer,Synset('resource.n.03'),8,a man of resource,0
174,175,Synset('hall.n.03'),9,lecture hall,Synset('floor.n.09'),10,there was a motion from the floor,1
175,176,Synset('inessential.n.01'),4,they discarded all their inessentials,Synset('complement.n.04'),6,a fine wine is a perfect complement to the dinner,1
176,177,Synset('jealousy.n.02'),9,cherish their official political freedom with fierce jealousy,Synset('watchfulness.n.01'),8,"wakefulness, watchfulness, and bellicosity make a good hunter",0
177,178,Synset('cascade.n.02'),8,progressing in severity as though a cascade of genetic damage was occurring,Synset('succession.n.02'),7,a succession of stalls offering soft drinks,0
178,179,Synset('meeting.n.02'),7,there was an informal meeting in my living room,Synset('blind_date.n.02'),9,she never goes on blind dates,1
181,182,Synset('side-glance.n.01'),11,she shot him an impatient side-glance,Synset('look.n.02'),9,he went out to have a look,0
182,183,Synset('feeling.n.01'),5,she had a feeling of euphoria,Synset('liking.n.01'),6,I've always had a liking for reading,1
183,184,Synset('criticism.n.01'),6,the senator received severe criticism from his opponent,Synset('berating.n.01'),8,he deserved the berating that the coach gave him,1
185,186,Synset('list_price.n.01'),10,I got it at 30% off the list price,Synset('price.n.02'),8,the price of gasoline,0
186,187,Synset('imponderable.n.01'),8,human behavior depends on many imponderables,Synset('leaven.n.02'),9,his sermons benefited from a leavening of humor,1
188,189,Synset('stress.n.03'),9,the stress was more on accuracy than on speed,Synset('importance.n.02'),7,a person of importance,0
189,190,Synset('iraqi.n.01'),10,the majority of Iraqi are Arab Shiite Muslims although Sunni Muslims control the government,Synset('hajji.n.01'),11,"to American soldiers, the hajji are the alien people from whom the enemy emerges",1
190,191,Synset('discipline.n.05'),9,the offenders deserved the harsh discipline they received,Synset('spanking.n.01'),10,he gave the brat a good spanking,1
191,192,Synset('notice.n.01'),7,you didn't give me enough notice,Synset('caveat.n.02'),8,a caveat filed against the probate of a will,1
192,193,Synset('rise.n.04'),8,they cheered the rise of the hot-air balloon,Synset('uplifting.n.01'),9,the uplifting of the clouds revealed the blue of a summer sky,1
195,196,Synset('line.n.01'),6,the line of soldiers advanced with their bayonets fixed,Synset('row.n.01'),7,a row of chairs,1
197,198,Synset('gradient.n.02'),5,a five-degree gradient,Synset('pitch.n.05'),6,the roof had a steep pitch,1
198,199,Synset('cry.n.02'),6,a cry of rage,Synset('lament.n.01'),8,their pitiful laments could be heard throughout the ward,1
199,200,Synset('housecleaning.n.01'),11,more housecleaning is in store at other accounting firms,Synset('reform.n.01'),10,justice was for sale before the reform of the law courts,0
200,201,Synset('change.n.05'),9,I paid with a twenty and pocketed the change,Synset('cash.n.01'),8,there is a desperate shortage of hard cash,0
201,202,Synset('feeling.n.06'),8,he had a great feeling for music,Synset('sprachgefuhl.n.01'),9,Dubyuh has no sprachgefuhl,1
202,203,Synset('call.n.09'),8,many calls for Christmas stories,Synset('recall.n.02'),9,the recall of our ambassador,1
203,204,Synset('merchandise.n.01'),7,good business depends on having good merchandise,Synset('number.n.11'),8,she preferred the black nylon number,1
204,205,Synset('appeal.n.02'),8,his smile was part of his appeal to her,Synset('siren_call.n.01'),9,he succumbed to the siren call of the wilderness,1
205,206,Synset('feeling.n.01'),5,she had a feeling of euphoria,Synset('frisson.n.01'),8,a frisson of surprise shot through him,1
206,207,Synset('dwelling.n.01'),8,he built a modest dwelling near the pond,Synset('house.n.01'),9,he has a house on Cape Cod,1
208,209,Synset('modernity.n.01'),10,a shopping mall would instill a spirit of modernity into this village,Synset('presentness.n.01'),8,a study of the pastness of the present and...of the presentness of the past,0
209,210,Synset('abatement.n.02'),11,laws enforcing noise abatement,Synset('moderation.n.04'),10,the object being control or moderation of economic depressions,0
211,212,Synset('round.n.04'),11,the doctor goes on his rounds first thing every morning,Synset('call.n.11'),10,the pastor's calls on his parishioners,0
213,214,Synset('demand.n.04'),7,the kidnapper's exorbitant demands for money,Synset('extortion.n.02'),9,the extortion by dishonest officials of fees for performing their sworn duty,1
214,215,Synset('capaciousness.n.01'),8,the very capaciousness of the idea meant that agreement on fundamentals was unnecessary,Synset('breadth.n.01'),7,a teacher must have a breadth of knowledge of the subject,0
215,216,Synset('footprint.n.01'),6,the police made casts of the footprints in the soft earth outside the window,Synset('footprint_evidence.n.01'),7,there was footprint evidence that he had been at the scene of the crime,1
216,217,Synset('gasp.n.01'),8,she gave a gasp and fainted,Synset('breath.n.01'),6,he took a deep breath and dived into the pool,0
217,218,Synset('fork.n.03'),8,they took the south fork,Synset('branch.n.03'),7,he broke off one of the branches,0
219,220,Synset('distribution_channel.n.01'),10,possible distribution channels are wholesalers or small retailers or retail chains or direct mailers or your own stores,Synset('marketing.n.02'),9,most companies have a manager in charge of marketing,0
220,221,Synset('axial_rotation.n.01'),9,wheels in axial rotation,Synset('wallow.n.02'),10,a good wallow in the water,1
221,222,Synset('reuptake.n.01'),6,psychopharmacologists discovered that amine reuptake is a process that inactivates monoamine neurotransmitters,Synset('uptake.n.02'),5,they developed paper napkins with a greater uptake of liquids,0
222,223,Synset('consultancy.n.01'),9,a business management consultancy,Synset('practice.n.04'),8,the practice of the law,0
223,224,Synset('footprint.n.01'),6,the police made casts of the footprints in the soft earth outside the window,Synset('footprint_evidence.n.01'),7,there was footprint evidence that he had been at the scene of the crime,1
224,225,Synset('case.n.01'),6,it was a case of bad judgment,Synset('piece.n.05'),7,it was a nice piece of work,1
225,226,Synset('x_chromosome.n.01'),9,human females normally have two X chromosomes,Synset('chromosome.n.01'),7,humans have 22 chromosome pairs plus two sex chromosomes,0
226,227,Synset('fact.n.01'),6,first you must collect all the facts of the case,Synset('observation.n.04'),7,he reported his observations to the mayor,1
227,228,Synset('note.n.01'),8,he made a note of the appointment,Synset('record.n.01'),6,the film provided a valuable record of stage techniques,0
229,230,Synset('entreaty.n.01'),8,an entreaty to stop the fighting,Synset('courtship.n.01'),9,its was a brief and intense courtship,1
230,231,Synset('rainbow.n.02'),9,chasing rainbows,Synset('promise.n.02'),8,there is little or no promise that he will recover,0
231,232,Synset('planning.n.03'),8,his planning for retirement was hindered by several uncertainties,Synset('upgrade.n.03'),12,I got an upgrade to first class when coach class was full,1
232,233,Synset('quantity.n.02'),7,he had a quantity of ammunition,Synset('overabundance.n.02'),9,four-year-olds have an overabundance of energy,1
233,234,Synset('street.n.05'),8,the whole street protested the absence of street lights,Synset('neighborhood.n.02'),7,it is a friendly neighborhood,0
234,235,Synset('sake.n.01'),7,for your sake,Synset('behalf.n.02'),8,in your behalf,1
236,237,Synset('connection.n.02'),6,the connection between church and state is inescapable,Synset('contact.n.03'),7,litmus paper turns red on contact with an acid,1
238,239,Synset('shove.n.01'),8,he gave the door a shove,Synset('elbowing.n.01'),10,elbowing is a foul in basketball,1
239,240,Synset('real_world.n.01'),8,a good consultant must have a lot of experience in the real world,Synset('world.n.03'),7,his world was shattered,0
240,241,Synset('appeal.n.02'),8,his smile was part of his appeal to her,Synset('siren_call.n.01'),9,he succumbed to the siren call of the wilderness,1
241,242,Synset('resource.n.03'),8,a man of resource,Synset('armory.n.01'),9,he dipped into his intellectual armory to find an answer,1
242,243,Synset('narrowness.n.01'),8,the narrowness of the road,Synset('fineness.n.02'),9,he marvelled at the fineness of her hair,1
243,244,Synset('sleeper.n.09'),11,that movie was the sleeper of the summer,Synset('hit.n.03'),10,that song was his first hit and marked the beginning of his career,0
244,245,Synset('family.n.04'),8,his family has lived in Massachusetts since the Mayflower,Synset('royalty.n.02'),10,the wedding was attended by royalty,1
246,247,Synset('acknowledgment.n.03'),5,she must have seen him but she gave no sign of acknowledgment,Synset('apology.n.01'),6,he wrote a letter of apology to the hostess,1
247,248,Synset('ethic.n.01'),10,the Puritan ethic,Synset('value.n.06'),8,he has old-fashioned values,0
248,249,Synset('wound.n.03'),8,he feared that mentioning it might reopen the wound,Synset('pain.n.02'),6,the pain of loneliness,0
249,250,Synset('exception.n.03'),8,his authority is beyond exception,Synset('caption.n.01'),9,a mere caption unworthy of a reply,1
250,251,Synset('expression.n.03'),7,expressions of good will,Synset('cold_turkey.n.01'),8,I told him cold turkey,1
252,253,Synset('ball.n.12'),9,he threw nine straight balls before the manager yanked him,Synset('throw.n.01'),7,the catcher made a good throw to second base,0
253,254,Synset('par.n.01'),7,a par-5 hole,Synset('score.n.03'),6,the score was 7 to 0,0
254,255,Synset('mess_of_pottage.n.01'),5,Esau sold his birthright to Jacob for a mess of pottage,Synset('value.n.03'),4,he tried to estimate the value of the produce at normal prices,0
255,256,Synset('embrace.n.03'),11,his willing embrace of new ideas,Synset('adoption.n.01'),10,its adoption by society,0
257,258,Synset('circle.n.01'),9,he calculated the circumference of the circle,Synset('ellipse.n.01'),8,the sums of the distances from the foci to any point on an ellipse is constant,0
260,261,Synset('stander.n.01'),7,a crowd of sitters and standers,Synset('standee.n.01'),8,the allowed number of standees is posted,1
261,262,Synset('ultimacy.n.01'),6,the ultimacy of these social values,Synset('profoundness.n.01'),7,the profoundness of his ignorance,1
262,263,Synset('oppression.n.02'),7,after years of oppression they finally revolted,Synset('yoke.n.02'),8,under the yoke of a tyrant,1
265,266,Synset('pipe_dream.n.01'),9,I have this pipe dream about being emperor of the universe,Synset('fantasy.n.01'),8,a schoolgirl fantasy,0
266,267,Synset('highlight.n.01'),6,the highlight of the tour was our visit to the Vatican,Synset('detail.n.02'),5,it was perfect in all details,0
267,268,Synset('fact.n.03'),8,your fears have no basis in fact,Synset('reality.n.02'),7,the reality of his situation slowly dawned on him,0
270,271,Synset('terror.n.04'),10,he used terror to make them confess,Synset('nuclear_terrorism.n.01'),12,assaults on nuclear power plants is one form of nuclear terrorism,1
271,272,Synset('devotion.n.02'),9,the devotion of his time and wealth to science,Synset('fetish.n.03'),10,made a fetish of cleanliness,1
272,273,Synset('quality.n.03'),9,each town has a quality all its own,Synset('texture.n.02'),10,the texture of Neapolitan life,1
273,274,Synset('kingdom_come.n.01'),8,he nearly blew us to kingdom come,Synset('life.n.05'),6,the battery had a short life,0
274,275,Synset('hybrid.n.02'),10,the vice-presidency is a hybrid of administrative and legislative offices,Synset('whole.n.01'),8,Europe considered as a whole,0
275,276,Synset('natural.n.01'),9,he's a natural for the job,Synset('achiever.n.01'),8,his son would never be the achiever that his father was,0
276,277,Synset('property.n.04'),8,self-confidence is not an endearing property,Synset('downside.n.01'),12,there is a downside even to motherhood,1
279,280,Synset('claim.n.01'),8,his claim asked for damages,Synset('dibs.n.01'),9,I have dibs on that last slice of pizza,1
280,281,Synset('attention.n.03'),11,She was the center of attention,Synset('feature.n.01'),9,the map showed roads and other features,0
281,282,Synset('borrowing.n.01'),8,the borrowing of ancient motifs was very apparent,Synset('crossover.n.03'),9,a jazz-classical crossover album,1
283,284,Synset('tension.n.02'),6,it places great tension on the leg muscles,Synset('tonicity.n.01'),7,the doctor tested my tonicity,1
287,288,Synset('wilderness.n.03'),7,it was a wilderness preserved for the hawks and mountaineers,Synset('frontier.n.01'),8,the individualism of the frontier in Andrew Jackson's day,1
289,290,Synset('precaution.n.01'),12,he put an ice pack on the injury as a precaution,Synset('backstop.n.03'),13,he acted as a backstop in case anything went wrong,1
290,291,Synset('gob.n.02'),7,a gob of phlegm,Synset('ball.n.08'),6,a ball of mud caught him on the shoulder,0
291,292,Synset('beachhead.n.01'),9,the Germans were desperately trying to contain the Anzio beachhead,Synset('bridgehead.n.01'),8,an attempt to secure a bridgehead behind enemy lines,0
292,293,Synset('decision.n.02'),9,a decision unfavorable to the opposition,Synset('judgment.n.01'),8,he was reluctant to make his judgment known,0
293,294,Synset('airing.n.02'),12,he took the dogs for an airing,Synset('excursion.n.01'),11,many summer excursions to the shore,0
294,295,Synset('death.n.04'),6,it was the death of all his plans,Synset('grave.n.01'),7,he went to his grave without forgiving me,1
