Unnamed: 0,id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
71,72,Synset('performance.n.03'),7,they criticised his performance as mayor,Synset('mechanism.n.02'),8,they criticised his mechanism a mayor,1
72,73,Synset('progress.n.03'),8,he listened for the progress of the troops,Synset('headway.n.02'),9,he listened for the headway of the troop,1
74,75,Synset('admission.n.01'),9,the surgery was performed on his second admission to the clinic,Synset('readmission.n.01'),10,the surgery wa performed on his second readmission to the clinic,1
76,77,Synset('hatchery.n.01'),8,who owns this hatchery ?,Synset('place.n.02'),7,who owns this place?,0
77,78,Synset('trouble.n.01'),7,one trouble after another delayed the job,Synset('matter.n.04'),8,one matter after another delayed the job,1
79,80,Synset('mercy.n.04'),9,enjoy the mercy of peace,Synset('blessing.n.02'),8,enjoy the blessings of peace,0
80,81,Synset('barren.n.01'),8,it wa a barren preserved for the hawk and mountaineer,Synset('wilderness.n.03'),7,it was a wilderness preserved for the hawks and mountaineers,0
83,84,Synset('formality.n.03'),9,their financial statement are in formality with generally accepted accounting practice,Synset('conformity.n.02'),8,their financial statements are in conformity with generally accepted accounting practices,0
84,85,Synset('stomach.n.04'),9,an stomach for life,Synset('appetite.n.01'),8,an appetite for life,0
85,86,Synset('bastion.n.01'),7,he joined the bastion against invasion,Synset('defense.n.09'),6,he joined the defense against invasion,0
86,87,Synset('buying.n.01'),9,buying and selling fill their days,Synset('marketing.n.03'),11,marketing and selling fill their day,1
88,89,Synset('ring_containment.n.01'),10,the ring containment of the aid epidemic,Synset('containment.n.03'),9,the containment of the AIDS epidemic,0
89,90,Synset('duplicate.n.02'),9,he made a duplicate for the files,Synset('match.n.04'),10,he made a match for the file,1
90,91,Synset('business.n.09'),11,his business with the cane was hilarious,Synset('shtik.n.02'),12,his shtik with the cane wa hilarious,1
91,92,Synset('sell.n.01'),11,they tried to boost sell,Synset('sale.n.02'),10,they tried to boost sales,0
95,96,Synset('rain.n.03'),8,the doctor saw a rain of patient,Synset('sequence.n.02'),7,the doctor saw a sequence of patients,0
96,97,Synset('quantum_leap.n.01'),9,a quantum leap in attendance,Synset('jump.n.01'),8,a jump in attendance,0
97,98,Synset('gossip.n.02'),9,the divorce caused much gossip,Synset('talk.n.05'),10,the divorce caused much talk,1
98,99,Synset('demand.n.04'),7,the kidnapper's exorbitant demands for money,Synset('extortion.n.02'),9,the kidnapper 's exorbitant extortion for money,1
99,100,Synset('deservingness.n.01'),7,weigh the deservingness against the bad,Synset('good.n.03'),5,weigh the good against the bad,0
100,101,Synset('monopoly.n.01'),8,a monopoly on silver,Synset('corner.n.07'),9,a corner on silver,1
101,102,Synset('kingdom_come.n.01'),8,the battery had a short kingdom come,Synset('life.n.05'),6,the battery had a short life,0
102,103,Synset('flare.n.08'),8,the lecture wa accompanied by dramatic flare,Synset('demonstration.n.05'),5,the lecture was accompanied by dramatic demonstrations,0
103,104,Synset('ghetto.n.01'),9,the latin ghetto,Synset('quarter.n.02'),8,the Latin Quarter,0
105,106,Synset('function.n.03'),9,the function of a teacher,Synset('stead.n.01'),10,the stead of a teacher,1
106,107,Synset('mess_of_pottage.n.01'),5,he tried to estimate the mess of pottage of the produce at normal price,Synset('value.n.03'),4,he tried to estimate the value of the produce at normal prices,0
107,108,Synset('lack.n.01'),7,she satisfied his lack for affection,Synset('need.n.01'),6,she satisfied his need for affection,0
108,109,Synset('virulence.n.02'),9,he could not conceal his virulence,Synset('hostility.n.01'),8,he could not conceal his hostility,0
109,110,Synset('flatness.n.03'),10,the candy left him with a bad flatness,Synset('taste.n.01'),9,the candy left him with a bad taste,0
110,111,Synset('caption.n.01'),9,his authority is beyond caption,Synset('exception.n.03'),8,his authority is beyond exception,0
111,112,Synset('match.n.04'),10,he made a match for the file,Synset('duplicate.n.02'),9,he made a duplicate for the files,0
112,113,Synset('course.n.04'),7,if you persist in that course you will surely fail,Synset('straight_and_narrow.n.01'),9,if you persist in that straight and narrow you will surely fail,1
113,114,Synset('grave.n.01'),7,it wa the grave of all his plan,Synset('death.n.04'),6,it was the death of all his plans,0
114,115,Synset('showcase.n.01'),8,you ca n't do that in a university showcase,Synset('setting.n.02'),7,you can't do that in a university setting,0
115,116,Synset('medicine.n.03'),10,he studied medicine at Harvard,Synset('preventive_medicine.n.01'),11,he studied preventive medicine at harvard,1
116,117,Synset('altitude.n.01'),9,the altitude gave her a headache,Synset('level.n.04'),10,the level gave her a headache,1
117,118,Synset('fastidiousness.n.01'),6,neatness and fastidiousness of dress,Synset('squeamishness.n.02'),7,neatness and squeamishness of dress,1
118,119,Synset('interest.n.05'),7,they have interests all over the world,Synset('right.n.08'),8,they have right all over the world,1
119,120,Synset('hallucination.n.03'),7,hallucination of thought,Synset('object.n.04'),6,objects of thought,0
122,123,Synset('shtik.n.01'),6,give him a shtik cake,Synset('shtikl.n.01'),7,give him a shtikl cake,1
125,126,Synset('development.n.07'),7,after he saw the latest development he changed his mind and became a supporter,Synset('underdevelopment.n.01'),8,after he saw the latest underdevelopment he changed his mind and became a supporter,1
126,127,Synset('trouble.n.04'),10,I went to a lot of trouble,Synset('the_devil.n.01'),11,i went to a lot of the devil,1
127,128,Synset('slack.n.03'),9,a slack of highway,Synset('stretch.n.01'),8,a stretch of highway,0
128,129,Synset('hemoglobin.n.01'),14,fish have simpler hemoglobin than mammals,Synset('oxyhemoglobin.n.01'),15,fish have simpler oxyhemoglobin than mammal,1
129,130,Synset('bulge.n.01'),8,the gun in his pocket made an obvious bulge,Synset('belly.n.03'),9,the gun in his pocket made an obvious belly,1
132,133,Synset('change.n.06'),3,i could n't tell what the change wa,Synset('thing.n.08'),2,I couldn't tell what the thing was,0
133,134,Synset('week_from_monday.n.01'),7,it rained for a week from monday,Synset('week.n.01'),6,it rained for a week,0
134,135,Synset('mixed_marriage.n.01'),8,his second mixed marriage wa happier than the first,Synset('marriage.n.02'),7,his second marriage was happier than the first,0
136,137,Synset('consolation.n.01'),8,second place was no consolation to him,Synset('cold_comfort.n.01'),9,second place wa no cold comfort to him,1
137,138,Synset('bunker_mentality.n.01'),8,his bunker mentality wa manifested in hurt silence,Synset('defensiveness.n.01'),7,his defensiveness was manifested in hurt silence,0
138,139,Synset('acceptance.n.03'),6,torn jeans received no acceptance at the country club,Synset('welcome.n.01'),7,torn jean received no welcome at the country club,1
139,140,Synset('week.n.01'),6,it rained for a week,Synset('week_from_monday.n.01'),7,it rained for a week from monday,1
140,141,Synset('security.n.01'),7,we support the armed services in the name of national security,Synset('peace.n.04'),8,we support the armed service in the name of national peace,1
141,142,Synset('constitution.n.02'),10,the constitution of a PTA group last year,Synset('population.n.05'),12,the population of a pta group last year,1
142,143,Synset('view.n.03'),10,he tried to get a better view of it,Synset('eyeful.n.02'),11,he tried to get a better eyeful of it,1
143,144,Synset('outwardness.n.02'),5,the outwardness of the world,Synset('worldliness.n.02'),6,the worldliness of the world,1
144,145,Synset('accretion.n.02'),6,there wa an accretion to property tax this year,Synset('addition.n.03'),5,there was an addition to property taxes this year,0
146,147,Synset('theme.n.02'),7,it was the usual `boy gets girl' theme,Synset('topos.n.01'),8,it wa the usual ` boy get girl ' topos,1
147,148,Synset('negative.n.01'),8,he answered in the negative,Synset('no.n.01'),9,he answered in the no,1
148,149,Synset('contribution.n.01'),8,I am proud of my contribution in advancing the project,Synset('end.n.11'),9,i am proud of my end in advancing the project,1
149,150,Synset('silver_lining.n.01'),9,second place wa no silver lining to him,Synset('consolation.n.01'),8,second place was no consolation to him,0
150,151,Synset('wilderness.n.01'),8,he is in wilderness with the king,Synset('disfavor.n.01'),7,he is in disfavor with the king,0
154,155,Synset('struggle.n.03'),10,the struggle to get through the crowd exhausted her,Synset('wrestle.n.01'),11,the wrestle to get through the crowd exhausted her,1
155,156,Synset('borrowing.n.01'),8,the borrowing of ancient motifs was very apparent,Synset('crossover.n.03'),9,the crossover of ancient motif wa very apparent,1
157,158,Synset('office.n.05'),8,a public office is necessary to give security to the right of citizen,Synset('force.n.04'),6,a public force is necessary to give security to the rights of citizens,0
158,159,Synset('end.n.01'),7,the end of the pier,Synset('point.n.15'),8,the point of the pier,1
159,160,Synset('depression.n.10'),8,depression of the space bar on the typewriter,Synset('click.n.04'),9,click of the space bar on the typewriter,1
161,162,Synset('subtraction.n.02'),10,he complained about the subtraction of money from their paychecks,Synset('bite.n.09'),11,he complained about the bite of money from their paycheck,1
163,164,Synset('abasement.n.01'),10,each confession brought her into an attitude of abasement,Synset('depth.n.04'),11,each confession brought her into an attitude of depth,1
165,166,Synset('culture.n.06'),6,the developing drug culture,Synset('mosaic_culture.n.01'),7,the developing drug mosaic culture,1
166,167,Synset('mistake.n.01'),7,he made a bad mistake,Synset('rounding.n.01'),9,he made a bad rounding,1
167,168,Synset('circus.n.01'),7,the traveling circus all stayed at the same hotel,Synset('company.n.04'),6,the traveling company all stayed at the same hotel,0
172,173,Synset('ease.n.02'),9,a life of luxury and ease,Synset('lap_of_luxury.n.01'),10,a life of luxury and lap of luxury,1
173,174,Synset('armory.n.01'),9,a man of armory,Synset('resource.n.03'),8,a man of resource,0
174,175,Synset('hall.n.03'),9,lecture hall,Synset('floor.n.09'),10,lecture floor,1
175,176,Synset('inessential.n.01'),4,they discarded all their inessentials,Synset('complement.n.04'),6,they discarded all their complement,1
176,177,Synset('jealousy.n.02'),9,"wakefulness , jealousy , and bellicosity make a good hunter",Synset('watchfulness.n.01'),8,"wakefulness, watchfulness, and bellicosity make a good hunter",0
177,178,Synset('cascade.n.02'),8,a cascade of stall offering soft drink,Synset('succession.n.02'),7,a succession of stalls offering soft drinks,0
178,179,Synset('meeting.n.02'),7,there was an informal meeting in my living room,Synset('blind_date.n.02'),9,there wa an informal blind date in my living room,1
181,182,Synset('side-glance.n.01'),11,he went out to have a side-glance,Synset('look.n.02'),9,he went out to have a look,0
182,183,Synset('feeling.n.01'),5,she had a feeling of euphoria,Synset('liking.n.01'),6,she had a liking of euphoria,1
183,184,Synset('criticism.n.01'),6,the senator received severe criticism from his opponent,Synset('berating.n.01'),8,the senator received severe berating from his opponent,1
185,186,Synset('list_price.n.01'),10,the list price of gasoline,Synset('price.n.02'),8,the price of gasoline,0
186,187,Synset('imponderable.n.01'),8,human behavior depends on many imponderables,Synset('leaven.n.02'),9,human behavior depends on many leaven,1
188,189,Synset('stress.n.03'),9,a person of stress,Synset('importance.n.02'),7,a person of importance,0
189,190,Synset('iraqi.n.01'),10,the majority of Iraqi are Arab Shiite Muslims although Sunni Muslims control the government,Synset('hajji.n.01'),11,the majority of hajji are arab shiite muslim although sunni muslim control the government,1
190,191,Synset('discipline.n.05'),9,the offenders deserved the harsh discipline they received,Synset('spanking.n.01'),10,the offender deserved the harsh spanking they received,1
191,192,Synset('notice.n.01'),7,you didn't give me enough notice,Synset('caveat.n.02'),8,you did n't give me enough caveat,1
192,193,Synset('rise.n.04'),8,they cheered the rise of the hot-air balloon,Synset('uplifting.n.01'),9,they cheered the uplifting of the hot-air balloon,1
195,196,Synset('line.n.01'),6,the line of soldiers advanced with their bayonets fixed,Synset('row.n.01'),7,the row of soldier advanced with their bayonet fixed,1
197,198,Synset('gradient.n.02'),5,a five-degree gradient,Synset('pitch.n.05'),6,a five-degree pitch,1
198,199,Synset('cry.n.02'),6,a cry of rage,Synset('lament.n.01'),8,a lament of rage,1
199,200,Synset('housecleaning.n.01'),11,justice wa for sale before the housecleaning of the law court,Synset('reform.n.01'),10,justice was for sale before the reform of the law courts,0
200,201,Synset('change.n.05'),9,there is a desperate shortage of hard change,Synset('cash.n.01'),8,there is a desperate shortage of hard cash,0
201,202,Synset('feeling.n.06'),8,he had a great feeling for music,Synset('sprachgefuhl.n.01'),9,he had a great sprachgefuhl for music,1
202,203,Synset('call.n.09'),8,many calls for Christmas stories,Synset('recall.n.02'),9,many recall for christmas story,1
203,204,Synset('merchandise.n.01'),7,good business depends on having good merchandise,Synset('number.n.11'),8,good business depends on having good number,1
204,205,Synset('appeal.n.02'),8,his smile was part of his appeal to her,Synset('siren_call.n.01'),9,his smile wa part of his siren call to her,1
205,206,Synset('feeling.n.01'),5,she had a feeling of euphoria,Synset('frisson.n.01'),8,she had a frisson of euphoria,1
206,207,Synset('dwelling.n.01'),8,he built a modest dwelling near the pond,Synset('house.n.01'),9,he built a modest house near the pond,1
208,209,Synset('modernity.n.01'),10,a study of the pastness of the present and ... of the modernity of the past,Synset('presentness.n.01'),8,a study of the pastness of the present and...of the presentness of the past,0
209,210,Synset('abatement.n.02'),11,the object being control or abatement of economic depression,Synset('moderation.n.04'),10,the object being control or moderation of economic depressions,0
211,212,Synset('round.n.04'),11,the pastor 's round on his parishioner,Synset('call.n.11'),10,the pastor's calls on his parishioners,0
213,214,Synset('demand.n.04'),7,the kidnapper's exorbitant demands for money,Synset('extortion.n.02'),9,the kidnapper 's exorbitant extortion for money,1
214,215,Synset('capaciousness.n.01'),8,a teacher must have a capaciousness of knowledge of the subject,Synset('breadth.n.01'),7,a teacher must have a breadth of knowledge of the subject,0
215,216,Synset('footprint.n.01'),6,the police made casts of the footprints in the soft earth outside the window,Synset('footprint_evidence.n.01'),7,the police made cast of the footprint evidence in the soft earth outside the window,1
216,217,Synset('gasp.n.01'),8,he took a deep gasp and dived into the pool,Synset('breath.n.01'),6,he took a deep breath and dived into the pool,0
217,218,Synset('fork.n.03'),8,he broke off one of the fork,Synset('branch.n.03'),7,he broke off one of the branches,0
219,220,Synset('distribution_channel.n.01'),10,most company have a manager in charge of distribution channel,Synset('marketing.n.02'),9,most companies have a manager in charge of marketing,0
220,221,Synset('axial_rotation.n.01'),9,wheels in axial rotation,Synset('wallow.n.02'),10,wheel in wallow,1
221,222,Synset('reuptake.n.01'),6,they developed paper napkin with a greater reuptake of liquid,Synset('uptake.n.02'),5,they developed paper napkins with a greater uptake of liquids,0
222,223,Synset('consultancy.n.01'),9,the consultancy of the law,Synset('practice.n.04'),8,the practice of the law,0
223,224,Synset('footprint.n.01'),6,the police made casts of the footprints in the soft earth outside the window,Synset('footprint_evidence.n.01'),7,the police made cast of the footprint evidence in the soft earth outside the window,1
224,225,Synset('case.n.01'),6,it was a case of bad judgment,Synset('piece.n.05'),7,it wa a piece of bad judgment,1
226,227,Synset('fact.n.01'),6,first you must collect all the facts of the case,Synset('observation.n.04'),7,first you must collect all the observation of the case,1
227,228,Synset('note.n.01'),8,the film provided a valuable note of stage technique,Synset('record.n.01'),6,the film provided a valuable record of stage techniques,0
229,230,Synset('entreaty.n.01'),8,an entreaty to stop the fighting,Synset('courtship.n.01'),9,an courtship to stop the fighting,1
230,231,Synset('rainbow.n.02'),9,there is little or no rainbow that he will recover,Synset('promise.n.02'),8,there is little or no promise that he will recover,0
231,232,Synset('planning.n.03'),8,his planning for retirement was hindered by several uncertainties,Synset('upgrade.n.03'),12,his upgrade for retirement wa hindered by several uncertainty,1
232,233,Synset('quantity.n.02'),7,he had a quantity of ammunition,Synset('overabundance.n.02'),9,he had a overabundance of ammunition,1
233,234,Synset('street.n.05'),8,it is a friendly street,Synset('neighborhood.n.02'),7,it is a friendly neighborhood,0
234,235,Synset('sake.n.01'),7,for your sake,Synset('behalf.n.02'),8,for your behalf,1
236,237,Synset('connection.n.02'),6,the connection between church and state is inescapable,Synset('contact.n.03'),7,the contact between church and state is inescapable,1
238,239,Synset('shove.n.01'),8,he gave the door a shove,Synset('elbowing.n.01'),10,he gave the door a elbowing,1
239,240,Synset('real_world.n.01'),8,his real world wa shattered,Synset('world.n.03'),7,his world was shattered,0
240,241,Synset('appeal.n.02'),8,his smile was part of his appeal to her,Synset('siren_call.n.01'),9,his smile wa part of his siren call to her,1
241,242,Synset('resource.n.03'),8,a man of resource,Synset('armory.n.01'),9,a man of armory,1
242,243,Synset('narrowness.n.01'),8,the narrowness of the road,Synset('fineness.n.02'),9,the fineness of the road,1
243,244,Synset('sleeper.n.09'),11,that song wa his first sleeper and marked the beginning of his career,Synset('hit.n.03'),10,that song was his first hit and marked the beginning of his career,0
244,245,Synset('family.n.04'),8,his family has lived in Massachusetts since the Mayflower,Synset('royalty.n.02'),10,his royalty ha lived in massachusetts since the mayflower,1
246,247,Synset('acknowledgment.n.03'),5,she must have seen him but she gave no sign of acknowledgment,Synset('apology.n.01'),6,she must have seen him but she gave no sign of apology,1
247,248,Synset('ethic.n.01'),10,he ha old-fashioned ethic,Synset('value.n.06'),8,he has old-fashioned values,0
248,249,Synset('wound.n.03'),8,the wound of loneliness,Synset('pain.n.02'),6,the pain of loneliness,0
249,250,Synset('exception.n.03'),8,his authority is beyond exception,Synset('caption.n.01'),9,his authority is beyond caption,1
250,251,Synset('expression.n.03'),7,expressions of good will,Synset('cold_turkey.n.01'),8,cold turkey of good will,1
252,253,Synset('ball.n.12'),9,the catcher made a good ball to second base,Synset('throw.n.01'),7,the catcher made a good throw to second base,0
253,254,Synset('par.n.01'),7,the par wa 7 to 0,Synset('score.n.03'),6,the score was 7 to 0,0
254,255,Synset('mess_of_pottage.n.01'),5,he tried to estimate the mess of pottage of the produce at normal price,Synset('value.n.03'),4,he tried to estimate the value of the produce at normal prices,0
255,256,Synset('embrace.n.03'),11,it embrace by society,Synset('adoption.n.01'),10,its adoption by society,0
257,258,Synset('circle.n.01'),9,the sum of the distance from the focus to any point on an circle is constant,Synset('ellipse.n.01'),8,the sums of the distances from the foci to any point on an ellipse is constant,0
260,261,Synset('stander.n.01'),7,a crowd of sitters and standers,Synset('standee.n.01'),8,a crowd of sitter and standee,1
261,262,Synset('ultimacy.n.01'),6,the ultimacy of these social values,Synset('profoundness.n.01'),7,the profoundness of these social value,1
262,263,Synset('oppression.n.02'),7,after years of oppression they finally revolted,Synset('yoke.n.02'),8,after year of yoke they finally revolted,1
265,266,Synset('pipe_dream.n.01'),9,a schoolgirl pipe dream,Synset('fantasy.n.01'),8,a schoolgirl fantasy,0
266,267,Synset('highlight.n.01'),6,it wa perfect in all highlight,Synset('detail.n.02'),5,it was perfect in all details,0
267,268,Synset('fact.n.03'),8,the fact of his situation slowly dawned on him,Synset('reality.n.02'),7,the reality of his situation slowly dawned on him,0
270,271,Synset('terror.n.04'),10,he used terror to make them confess,Synset('nuclear_terrorism.n.01'),12,he used nuclear terrorism to make them confess,1
271,272,Synset('devotion.n.02'),9,the devotion of his time and wealth to science,Synset('fetish.n.03'),10,the fetish of his time and wealth to science,1
272,273,Synset('quality.n.03'),9,each town has a quality all its own,Synset('texture.n.02'),10,each town ha a texture all it own,1
273,274,Synset('kingdom_come.n.01'),8,the battery had a short kingdom come,Synset('life.n.05'),6,the battery had a short life,0
274,275,Synset('hybrid.n.02'),10,europe considered a a hybrid,Synset('whole.n.01'),8,Europe considered as a whole,0
275,276,Synset('natural.n.01'),9,his son would never be the natural that his father wa,Synset('achiever.n.01'),8,his son would never be the achiever that his father was,0
276,277,Synset('property.n.04'),8,self-confidence is not an endearing property,Synset('downside.n.01'),12,self-confidence is not an endearing downside,1
279,280,Synset('claim.n.01'),8,his claim asked for damages,Synset('dibs.n.01'),9,his dibs asked for damage,1
280,281,Synset('attention.n.03'),11,the map showed road and other attention,Synset('feature.n.01'),9,the map showed roads and other features,0
281,282,Synset('borrowing.n.01'),8,the borrowing of ancient motifs was very apparent,Synset('crossover.n.03'),9,the crossover of ancient motif wa very apparent,1
283,284,Synset('tension.n.02'),6,it places great tension on the leg muscles,Synset('tonicity.n.01'),7,it place great tonicity on the leg muscle,1
287,288,Synset('wilderness.n.03'),7,it was a wilderness preserved for the hawks and mountaineers,Synset('frontier.n.01'),8,it wa a frontier preserved for the hawk and mountaineer,1
289,290,Synset('precaution.n.01'),12,he put an ice pack on the injury as a precaution,Synset('backstop.n.03'),13,he put an ice pack on the injury a a backstop,1
290,291,Synset('gob.n.02'),7,a gob of mud caught him on the shoulder,Synset('ball.n.08'),6,a ball of mud caught him on the shoulder,0
291,292,Synset('beachhead.n.01'),9,an attempt to secure a beachhead behind enemy line,Synset('bridgehead.n.01'),8,an attempt to secure a bridgehead behind enemy lines,0
292,293,Synset('decision.n.02'),9,he wa reluctant to make his decision known,Synset('judgment.n.01'),8,he was reluctant to make his judgment known,0
293,294,Synset('airing.n.02'),12,many summer airing to the shore,Synset('excursion.n.01'),11,many summer excursions to the shore,0
294,295,Synset('death.n.04'),6,it was the death of all his plans,Synset('grave.n.01'),7,it wa the grave of all his plan,1
295,296,Synset('doodad.n.01'),5,the trunk wa full of doodad,Synset('stuff.n.02'),4,the trunk was full of stuff,0
296,297,Synset('snatch.n.01'),9,snatch of a play,Synset('fragment.n.03'),8,fragments of a play,0
298,299,Synset('tone.n.01'),6,he began in a conversational tone,Synset('undertone.n.01'),7,he began in a conversational undertone,1
299,300,Synset('consumption.n.03'),6,the automobile reduced the consumption for buggywhips,Synset('demand.n.02'),5,the automobile reduced the demand for buggywhips,0
300,301,Synset('initiation.n.02'),10,she looked forward to her initiation as an adult,Synset('authorship.n.02'),11,she looked forward to her authorship a an adult,1
301,302,Synset('piece.n.01'),5,an important piece of the evidence,Synset('scrap.n.03'),6,an important scrap of the evidence,1
302,303,Synset('effortlessness.n.01'),6,such effortlessness is achieved only after hours of practice,Synset('facility.n.03'),7,such facility is achieved only after hour of practice,1
